"","clust","year","collection_date","month","species","trap_nights","total_mosquitoes","mos_per_trap_night"
"17865",44,2022,"2022-10-09",10,"Cx. quinquefasciatus",6,448,74.6666666666667
"17866",44,2022,"2022-10-16",10,"Cx. quinquefasciatus",6,288,48
"17867",44,2023,NA,NA,"Cx. quinquefasciatus",NA,0,0
"17868",44,2023,"2023-04-23",4,"Cx. quinquefasciatus",6,16,2.66666666666667
"17869",44,2023,"2023-04-30",4,"Cx. quinquefasciatus",6,0,0
"17870",44,2023,"2023-05-07",5,"Cx. quinquefasciatus",6,0,0
"17871",44,2023,"2023-05-14",5,"Cx. quinquefasciatus",6,16,2.66666666666667
"17872",44,2023,"2023-05-21",5,"Cx. quinquefasciatus",6,96,16
"17873",44,2023,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"17874",44,2023,"2023-06-04",6,"Cx. quinquefasciatus",6,0,0
"17875",44,2023,"2023-06-11",6,"Cx. quinquefasciatus",6,0,0
"17876",44,2023,"2023-06-18",6,"Cx. quinquefasciatus",6,0,0
"17877",44,2023,"2023-06-25",6,"Cx. quinquefasciatus",6,0,0
"17878",44,2023,"2023-07-02",7,"Cx. quinquefasciatus",12,0,0
"17879",44,2023,"2023-07-09",7,"Cx. quinquefasciatus",6,0,0
"17880",44,2023,"2023-07-16",7,"Cx. quinquefasciatus",3,0,0
"17881",44,2023,"2023-07-23",7,"Cx. quinquefasciatus",3,16,5.33333333333333
"17882",44,2023,"2023-07-30",7,"Cx. quinquefasciatus",3,0,0
"17883",44,2023,"2023-08-06",8,"Cx. quinquefasciatus",3,0,0
"17884",44,2023,"2023-08-13",8,"Cx. quinquefasciatus",3,32,10.6666666666667
"17885",44,2023,"2023-08-20",8,"Cx. quinquefasciatus",3,20,6.66666666666667
"17886",44,2023,"2023-08-27",8,"Cx. quinquefasciatus",3,32,10.6666666666667
"17887",44,2023,"2023-09-03",9,"Cx. quinquefasciatus",3,0,0
"17888",44,2023,"2023-09-10",9,"Cx. quinquefasciatus",3,48,16
"17889",44,2023,"2023-09-17",9,"Cx. quinquefasciatus",3,0,0
"17890",44,2023,"2023-09-24",9,"Cx. quinquefasciatus",3,128,42.6666666666667
"17891",44,2023,"2023-10-01",10,"Cx. quinquefasciatus",3,64,21.3333333333333
"17892",44,2023,"2023-10-08",10,"Cx. quinquefasciatus",3,40,13.3333333333333
"17893",44,2023,"2023-10-15",10,"Cx. quinquefasciatus",3,32,10.6666666666667
"17894",44,2023,"2023-10-22",10,"Cx. quinquefasciatus",3,80,26.6666666666667
"17895",44,2023,NA,NA,"Cx. quinquefasciatus",NA,0,0
"17896",45,2010,"2010-03-28",3,"Cx. quinquefasciatus",6,0,0
"17897",45,2010,"2010-04-04",4,"Cx. quinquefasciatus",6,0,0
"17898",45,2010,"2010-04-11",4,"Cx. quinquefasciatus",9,0,0
"17899",45,2010,"2010-04-18",4,"Cx. quinquefasciatus",6,0,0
"17900",45,2010,"2010-04-25",4,"Cx. quinquefasciatus",6,0,0
"17901",45,2010,"2010-05-02",5,"Cx. quinquefasciatus",6,0,0
"17902",45,2010,"2010-05-09",5,"Cx. quinquefasciatus",6,0,0
"17903",45,2010,"2010-05-16",5,"Cx. quinquefasciatus",6,0,0
"17904",45,2010,"2010-05-23",5,"Cx. quinquefasciatus",6,2,0.333333333333333
"17905",45,2010,"2010-05-30",5,"Cx. quinquefasciatus",6,0,0
"17906",45,2010,"2010-06-06",6,"Cx. quinquefasciatus",6,0,0
"17907",45,2010,"2010-06-13",6,"Cx. quinquefasciatus",6,0,0
"17908",45,2010,"2010-06-20",6,"Cx. quinquefasciatus",6,0,0
"17909",45,2010,"2010-06-27",6,"Cx. quinquefasciatus",6,0,0
"17910",45,2010,"2010-07-04",7,"Cx. quinquefasciatus",6,0,0
"17911",45,2010,"2010-07-11",7,"Cx. quinquefasciatus",6,0,0
"17912",45,2010,"2010-07-18",7,"Cx. quinquefasciatus",6,0,0
"17913",45,2010,"2010-07-25",7,"Cx. quinquefasciatus",6,0,0
"17914",45,2010,"2010-08-01",8,"Cx. quinquefasciatus",6,0,0
"17915",45,2010,"2010-08-08",8,"Cx. quinquefasciatus",6,2,0.333333333333333
"17916",45,2010,"2010-08-15",8,"Cx. quinquefasciatus",6,4,0.666666666666667
"17917",45,2010,"2010-08-22",8,"Cx. quinquefasciatus",6,4,0.666666666666667
"17918",45,2010,"2010-08-29",8,"Cx. quinquefasciatus",6,0,0
"17919",45,2010,"2010-09-05",9,"Cx. quinquefasciatus",6,4,0.666666666666667
"17920",45,2010,"2010-09-12",9,"Cx. quinquefasciatus",6,0,0
"17921",45,2010,"2010-09-19",9,"Cx. quinquefasciatus",6,0,0
"17922",45,2010,"2010-09-26",9,"Cx. quinquefasciatus",6,0,0
"17923",45,2010,"2010-10-03",10,"Cx. quinquefasciatus",6,2,0.333333333333333
"17924",45,2010,"2010-10-10",10,"Cx. quinquefasciatus",6,28,4.66666666666667
"17925",45,2010,"2010-10-17",10,"Cx. quinquefasciatus",6,24,4
"17926",45,2010,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"17927",45,2010,NA,NA,"Cx. quinquefasciatus",NA,0,0
"17928",45,2011,"2011-04-10",4,"Cx. quinquefasciatus",6,10,1.66666666666667
"17929",45,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"17930",45,2011,"2011-04-24",4,"Cx. quinquefasciatus",6,0,0
"17931",45,2011,"2011-05-01",5,"Cx. quinquefasciatus",6,0,0
"17932",45,2011,"2011-05-08",5,"Cx. quinquefasciatus",6,0,0
"17933",45,2011,"2011-05-15",5,"Cx. quinquefasciatus",6,0,0
"17934",45,2011,"2011-05-22",5,"Cx. quinquefasciatus",6,0,0
"17935",45,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"17936",45,2011,"2011-06-05",6,"Cx. quinquefasciatus",6,0,0
"17937",45,2011,"2011-06-12",6,"Cx. quinquefasciatus",6,0,0
"17938",45,2011,"2011-06-19",6,"Cx. quinquefasciatus",6,0,0
"17939",45,2011,"2011-06-26",6,"Cx. quinquefasciatus",6,0,0
"17940",45,2011,"2011-07-03",7,"Cx. quinquefasciatus",6,0,0
"17941",45,2011,"2011-07-10",7,"Cx. quinquefasciatus",6,0,0
"17942",45,2011,"2011-07-17",7,"Cx. quinquefasciatus",9,2,0.222222222222222
"17943",45,2011,"2011-07-24",7,"Cx. quinquefasciatus",6,1,0.166666666666667
"17944",45,2011,"2011-07-31",7,"Cx. quinquefasciatus",6,2,0.333333333333333
"17945",45,2011,"2011-08-07",8,"Cx. quinquefasciatus",6,0,0
"17946",45,2011,"2011-08-14",8,"Cx. quinquefasciatus",6,3,0.5
"17947",45,2011,"2011-08-21",8,"Cx. quinquefasciatus",6,0,0
"17948",45,2011,"2011-08-28",8,"Cx. quinquefasciatus",6,7,1.16666666666667
"17949",45,2011,"2011-09-04",9,"Cx. quinquefasciatus",6,8,1.33333333333333
"17950",45,2011,"2011-09-11",9,"Cx. quinquefasciatus",6,6,1
"17951",45,2011,"2011-09-18",9,"Cx. quinquefasciatus",6,0,0
"17952",45,2011,"2011-09-25",9,"Cx. quinquefasciatus",6,4,0.666666666666667
"17953",45,2011,"2011-10-02",10,"Cx. quinquefasciatus",6,0,0
"17954",45,2011,"2011-10-09",10,"Cx. quinquefasciatus",6,4,0.666666666666667
"17955",45,2011,"2011-10-16",10,"Cx. quinquefasciatus",6,5,0.833333333333333
"17956",45,2011,"2011-10-23",10,"Cx. quinquefasciatus",6,2,0.333333333333333
"17957",45,2011,NA,NA,"Cx. quinquefasciatus",NA,0,0
"17958",45,2012,"2012-04-08",4,"Cx. quinquefasciatus",6,0,0
"17959",45,2012,"2012-04-15",4,"Cx. quinquefasciatus",3,0,0
"17960",45,2012,"2012-04-22",4,"Cx. quinquefasciatus",6,0,0
"17961",45,2012,"2012-04-29",4,"Cx. quinquefasciatus",6,0,0
"17962",45,2012,"2012-05-06",5,"Cx. quinquefasciatus",6,0,0
"17963",45,2012,"2012-05-13",5,"Cx. quinquefasciatus",6,0,0
"17964",45,2012,"2012-05-20",5,"Cx. quinquefasciatus",6,0,0
"17965",45,2012,"2012-05-27",5,"Cx. quinquefasciatus",6,0,0
"17966",45,2012,"2012-06-03",6,"Cx. quinquefasciatus",6,0,0
"17967",45,2012,"2012-06-10",6,"Cx. quinquefasciatus",6,0,0
"17968",45,2012,"2012-06-17",6,"Cx. quinquefasciatus",6,0,0
"17969",45,2012,"2012-06-24",6,"Cx. quinquefasciatus",6,0,0
"17970",45,2012,"2012-07-01",7,"Cx. quinquefasciatus",6,0,0
"17971",45,2012,"2012-07-08",7,"Cx. quinquefasciatus",6,1,0.166666666666667
"17972",45,2012,"2012-07-15",7,"Cx. quinquefasciatus",6,0,0
"17973",45,2012,"2012-07-22",7,"Cx. quinquefasciatus",6,0,0
"17974",45,2012,"2012-07-29",7,"Cx. quinquefasciatus",6,2,0.333333333333333
"17975",45,2012,"2012-08-05",8,"Cx. quinquefasciatus",6,2,0.333333333333333
"17976",45,2012,"2012-08-12",8,"Cx. quinquefasciatus",6,11,1.83333333333333
"17977",45,2012,"2012-08-19",8,"Cx. quinquefasciatus",6,18,3
"17978",45,2012,"2012-08-26",8,"Cx. quinquefasciatus",6,34,5.66666666666667
"17979",45,2012,"2012-09-02",9,"Cx. quinquefasciatus",6,15,2.5
"17980",45,2012,"2012-09-09",9,"Cx. quinquefasciatus",6,22,3.66666666666667
"17981",45,2012,"2012-09-16",9,"Cx. quinquefasciatus",6,12,2
"17982",45,2012,"2012-09-23",9,"Cx. quinquefasciatus",6,105,17.5
"17983",45,2012,"2012-09-30",9,"Cx. quinquefasciatus",6,356,59.3333333333333
"17984",45,2012,"2012-10-07",10,"Cx. quinquefasciatus",6,352,58.6666666666667
"17985",45,2012,"2012-10-14",10,"Cx. quinquefasciatus",6,336,56
"17986",45,2012,"2012-10-21",10,"Cx. quinquefasciatus",6,320,53.3333333333333
"17987",45,2012,"2012-10-28",10,"Cx. quinquefasciatus",6,204,34
"17988",45,2013,"2013-04-07",4,"Cx. quinquefasciatus",3,0,0
"17989",45,2013,"2013-04-14",4,"Cx. quinquefasciatus",6,0,0
"17990",45,2013,"2013-04-21",4,"Cx. quinquefasciatus",6,1,0.166666666666667
"17991",45,2013,"2013-04-28",4,"Cx. quinquefasciatus",6,0,0
"17992",45,2013,"2013-05-05",5,"Cx. quinquefasciatus",6,2,0.333333333333333
"17993",45,2013,"2013-05-12",5,"Cx. quinquefasciatus",6,8,1.33333333333333
"17994",45,2013,"2013-05-19",5,"Cx. quinquefasciatus",6,0,0
"17995",45,2013,"2013-05-26",5,"Cx. quinquefasciatus",6,0,0
"17996",45,2013,"2013-06-02",6,"Cx. quinquefasciatus",6,0,0
"17997",45,2013,"2013-06-09",6,"Cx. quinquefasciatus",6,2,0.333333333333333
"17998",45,2013,"2013-06-16",6,"Cx. quinquefasciatus",3,0,0
"17999",45,2013,"2013-06-23",6,"Cx. quinquefasciatus",6,0,0
"18000",45,2013,"2013-06-30",6,"Cx. quinquefasciatus",6,0,0
"18001",45,2013,"2013-07-07",7,"Cx. quinquefasciatus",3,0,0
"18002",45,2013,"2013-07-14",7,"Cx. quinquefasciatus",6,0,0
"18003",45,2013,"2013-07-21",7,"Cx. quinquefasciatus",6,0,0
"18004",45,2013,"2013-07-28",7,"Cx. quinquefasciatus",6,1,0.166666666666667
"18005",45,2013,"2013-08-04",8,"Cx. quinquefasciatus",6,2,0.333333333333333
"18006",45,2013,"2013-08-11",8,"Cx. quinquefasciatus",6,3,0.5
"18007",45,2013,"2013-08-18",8,"Cx. quinquefasciatus",6,2,0.333333333333333
"18008",45,2013,"2013-08-25",8,"Cx. quinquefasciatus",6,48,8
"18009",45,2013,"2013-09-01",9,"Cx. quinquefasciatus",6,96,16
"18010",45,2013,"2013-09-08",9,"Cx. quinquefasciatus",6,1408,234.666666666667
"18011",45,2013,"2013-09-15",9,"Cx. quinquefasciatus",6,48,8
"18012",45,2013,"2013-09-22",9,"Cx. quinquefasciatus",6,128,21.3333333333333
"18013",45,2013,"2013-09-29",9,"Cx. quinquefasciatus",6,128,21.3333333333333
"18014",45,2013,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18015",45,2013,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18016",45,2013,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18017",45,2013,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18018",45,2013,NA,NA,"Cx. quinquefasciatus",NA,0,0
"18019",45,2014,"2014-04-13",4,"Cx. quinquefasciatus",6,0,0
"18020",45,2014,"2014-04-20",4,"Cx. quinquefasciatus",6,0,0
"18021",45,2014,"2014-04-27",4,"Cx. quinquefasciatus",6,0,0
"18022",45,2014,"2014-05-04",5,"Cx. quinquefasciatus",6,0,0
"18023",45,2014,"2014-05-11",5,"Cx. quinquefasciatus",6,0,0
"18024",45,2014,"2014-05-18",5,"Cx. quinquefasciatus",6,0,0
"18025",45,2014,"2014-05-25",5,"Cx. quinquefasciatus",6,0,0
"18026",45,2014,"2014-06-01",6,"Cx. quinquefasciatus",6,0,0
"18027",45,2014,"2014-06-08",6,"Cx. quinquefasciatus",6,0,0
"18028",45,2014,"2014-06-15",6,"Cx. quinquefasciatus",6,0,0
"18029",45,2014,"2014-06-22",6,"Cx. quinquefasciatus",6,0,0
"18030",45,2014,"2014-06-29",6,"Cx. quinquefasciatus",6,0,0
"18031",45,2014,"2014-07-06",7,"Cx. quinquefasciatus",6,0,0
"18032",45,2014,"2014-07-13",7,"Cx. quinquefasciatus",6,0,0
"18033",45,2014,"2014-07-20",7,"Cx. quinquefasciatus",6,1,0.166666666666667
"18034",45,2014,"2014-07-27",7,"Cx. quinquefasciatus",6,6,1
"18035",45,2014,"2014-08-03",8,"Cx. quinquefasciatus",6,6,1
"18036",45,2014,"2014-08-10",8,"Cx. quinquefasciatus",6,3,0.5
"18037",45,2014,"2014-08-17",8,"Cx. quinquefasciatus",6,1,0.166666666666667
"18038",45,2014,"2014-08-24",8,"Cx. quinquefasciatus",6,12,2
"18039",45,2014,"2014-08-31",8,"Cx. quinquefasciatus",6,88,14.6666666666667
"18040",45,2014,"2014-09-07",9,"Cx. quinquefasciatus",6,72,12
"18041",45,2014,"2014-09-14",9,"Cx. quinquefasciatus",6,152,25.3333333333333
"18042",45,2014,"2014-09-21",9,"Cx. quinquefasciatus",6,128,21.3333333333333
"18043",45,2014,"2014-09-28",9,"Cx. quinquefasciatus",6,80,13.3333333333333
"18044",45,2014,"2014-10-05",10,"Cx. quinquefasciatus",6,0,0
"18045",45,2014,"2014-10-12",10,"Cx. quinquefasciatus",6,56,9.33333333333333
"18046",45,2014,"2014-10-19",10,"Cx. quinquefasciatus",6,48,8
"18047",45,2014,"2014-10-26",10,"Cx. quinquefasciatus",6,56,9.33333333333333
"18048",45,2014,"2014-11-02",11,"Cx. quinquefasciatus",6,35,5.83333333333333
"18049",45,2015,"2015-04-12",4,"Cx. quinquefasciatus",6,0,0
"18050",45,2015,"2015-04-19",4,"Cx. quinquefasciatus",6,0,0
"18051",45,2015,"2015-04-26",4,"Cx. quinquefasciatus",6,0,0
"18052",45,2015,"2015-05-03",5,"Cx. quinquefasciatus",6,0,0
"18053",45,2015,"2015-05-10",5,"Cx. quinquefasciatus",6,0,0
"18054",45,2015,"2015-05-17",5,"Cx. quinquefasciatus",6,0,0
"18055",45,2015,"2015-05-24",5,"Cx. quinquefasciatus",6,1,0.166666666666667
"18056",45,2015,"2015-05-31",5,"Cx. quinquefasciatus",6,0,0
"18057",45,2015,"2015-06-07",6,"Cx. quinquefasciatus",6,0,0
"18058",45,2015,"2015-06-14",6,"Cx. quinquefasciatus",6,0,0
"18059",45,2015,"2015-06-21",6,"Cx. quinquefasciatus",6,3,0.5
"18060",45,2015,"2015-06-28",6,"Cx. quinquefasciatus",6,13,2.16666666666667
"18061",45,2015,"2015-07-05",7,"Cx. quinquefasciatus",6,1,0.166666666666667
"18062",45,2015,"2015-07-12",7,"Cx. quinquefasciatus",6,7,1.16666666666667
"18063",45,2015,"2015-07-19",7,"Cx. quinquefasciatus",6,1,0.166666666666667
"18064",45,2015,"2015-07-26",7,"Cx. quinquefasciatus",6,2,0.333333333333333
"18065",45,2015,"2015-08-02",8,"Cx. quinquefasciatus",6,4,0.666666666666667
"18066",45,2015,"2015-08-09",8,"Cx. quinquefasciatus",6,2,0.333333333333333
"18067",45,2015,"2015-08-16",8,"Cx. quinquefasciatus",6,1,0.166666666666667
"18068",45,2015,"2015-08-23",8,"Cx. quinquefasciatus",6,4,0.666666666666667
"18069",45,2015,"2015-08-30",8,"Cx. quinquefasciatus",6,0,0
"18070",45,2015,"2015-09-06",9,"Cx. quinquefasciatus",6,1,0.166666666666667
"18071",45,2015,"2015-09-13",9,"Cx. quinquefasciatus",3,2,0.666666666666667
"18072",45,2015,"2015-09-20",9,"Cx. quinquefasciatus",6,4,0.666666666666667
"18073",45,2015,"2015-09-27",9,"Cx. quinquefasciatus",6,0,0
"18074",45,2015,"2015-10-04",10,"Cx. quinquefasciatus",6,23,3.83333333333333
"18075",45,2015,"2015-10-11",10,"Cx. quinquefasciatus",6,24,4
"18076",45,2015,"2015-10-18",10,"Cx. quinquefasciatus",6,54,9
"18077",45,2015,"2015-10-25",10,"Cx. quinquefasciatus",6,168,28
"18078",45,2015,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18079",45,2015,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18080",45,2015,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18081",45,2015,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18082",45,2015,NA,NA,"Cx. quinquefasciatus",NA,0,0
"18083",45,2016,"2016-04-17",4,"Cx. quinquefasciatus",6,16,2.66666666666667
"18084",45,2016,"2016-04-24",4,"Cx. quinquefasciatus",6,2,0.333333333333333
"18085",45,2016,"2016-05-01",5,"Cx. quinquefasciatus",6,0,0
"18086",45,2016,"2016-05-08",5,"Cx. quinquefasciatus",6,16,2.66666666666667
"18087",45,2016,"2016-05-15",5,"Cx. quinquefasciatus",6,0,0
"18088",45,2016,"2016-05-22",5,"Cx. quinquefasciatus",6,0,0
"18089",45,2016,"2016-05-29",5,"Cx. quinquefasciatus",6,0,0
"18090",45,2016,"2016-06-05",6,"Cx. quinquefasciatus",6,0,0
"18091",45,2016,"2016-06-12",6,"Cx. quinquefasciatus",6,3,0.5
"18092",45,2016,"2016-06-19",6,"Cx. quinquefasciatus",6,4,0.666666666666667
"18093",45,2016,"2016-06-26",6,"Cx. quinquefasciatus",6,0,0
"18094",45,2016,"2016-07-03",7,"Cx. quinquefasciatus",6,1,0.166666666666667
"18095",45,2016,"2016-07-10",7,"Cx. quinquefasciatus",6,0,0
"18096",45,2016,"2016-07-17",7,"Cx. quinquefasciatus",6,1,0.166666666666667
"18097",45,2016,"2016-07-24",7,"Cx. quinquefasciatus",6,2,0.333333333333333
"18098",45,2016,"2016-07-31",7,"Cx. quinquefasciatus",6,0,0
"18099",45,2016,"2016-08-07",8,"Cx. quinquefasciatus",6,3,0.5
"18100",45,2016,"2016-08-14",8,"Cx. quinquefasciatus",6,1,0.166666666666667
"18101",45,2016,"2016-08-21",8,"Cx. quinquefasciatus",6,7,1.16666666666667
"18102",45,2016,"2016-08-28",8,"Cx. quinquefasciatus",6,21,3.5
"18103",45,2016,"2016-09-04",9,"Cx. quinquefasciatus",6,64,10.6666666666667
"18104",45,2016,"2016-09-11",9,"Cx. quinquefasciatus",6,0,0
"18105",45,2016,"2016-09-18",9,"Cx. quinquefasciatus",6,160,26.6666666666667
"18106",45,2016,"2016-09-25",9,"Cx. quinquefasciatus",6,0,0
"18107",45,2016,"2016-10-02",10,"Cx. quinquefasciatus",6,0,0
"18108",45,2016,"2016-10-09",10,"Cx. quinquefasciatus",6,0,0
"18109",45,2016,"2016-10-16",10,"Cx. quinquefasciatus",6,8,1.33333333333333
"18110",45,2016,"2016-10-23",10,"Cx. quinquefasciatus",6,40,6.66666666666667
"18111",45,2017,NA,NA,"Cx. quinquefasciatus",NA,0,0
"18112",45,2017,"2017-04-09",4,"Cx. quinquefasciatus",6,0,0
"18113",45,2017,"2017-04-16",4,"Cx. quinquefasciatus",6,0,0
"18114",45,2017,"2017-04-23",4,"Cx. quinquefasciatus",6,0,0
"18115",45,2017,"2017-04-30",4,"Cx. quinquefasciatus",6,0,0
"18116",45,2017,"2017-05-07",5,"Cx. quinquefasciatus",6,0,0
"18117",45,2017,"2017-05-14",5,"Cx. quinquefasciatus",6,0,0
"18118",45,2017,"2017-05-21",5,"Cx. quinquefasciatus",6,0,0
"18119",45,2017,"2017-05-28",5,"Cx. quinquefasciatus",6,0,0
"18120",45,2017,"2017-06-04",6,"Cx. quinquefasciatus",6,0,0
"18121",45,2017,"2017-06-11",6,"Cx. quinquefasciatus",3,0,0
"18122",45,2017,"2017-06-18",6,"Cx. quinquefasciatus",6,0,0
"18123",45,2017,"2017-06-25",6,"Cx. quinquefasciatus",6,0,0
"18124",45,2017,"2017-07-02",7,"Cx. quinquefasciatus",12,0,0
"18125",45,2017,"2017-07-09",7,"Cx. quinquefasciatus",6,0,0
"18126",45,2017,"2017-07-16",7,"Cx. quinquefasciatus",6,0,0
"18127",45,2017,"2017-07-23",7,"Cx. quinquefasciatus",6,0,0
"18128",45,2017,"2017-07-30",7,"Cx. quinquefasciatus",6,0,0
"18129",45,2017,"2017-08-06",8,"Cx. quinquefasciatus",6,1,0.166666666666667
"18130",45,2017,"2017-08-13",8,"Cx. quinquefasciatus",6,0,0
"18131",45,2017,"2017-08-20",8,"Cx. quinquefasciatus",6,0,0
"18132",45,2017,"2017-08-27",8,"Cx. quinquefasciatus",6,8,1.33333333333333
"18133",45,2017,"2017-09-03",9,"Cx. quinquefasciatus",6,0,0
"18134",45,2017,"2017-09-10",9,"Cx. quinquefasciatus",6,0,0
"18135",45,2017,"2017-09-17",9,"Cx. quinquefasciatus",6,0,0
"18136",45,2017,"2017-09-24",9,"Cx. quinquefasciatus",6,64,10.6666666666667
"18137",45,2017,"2017-10-01",10,"Cx. quinquefasciatus",6,49,8.16666666666667
"18138",45,2017,"2017-10-08",10,"Cx. quinquefasciatus",6,0,0
"18139",45,2017,"2017-10-15",10,"Cx. quinquefasciatus",6,32,5.33333333333333
"18140",45,2017,"2017-10-22",10,"Cx. quinquefasciatus",6,32,5.33333333333333
"18141",45,2017,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18142",45,2017,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18143",45,2017,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18144",45,2017,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18145",45,2017,NA,NA,"Cx. quinquefasciatus",NA,0,0
"18146",45,2018,"2018-04-15",4,"Cx. quinquefasciatus",12,0,0
"18147",45,2018,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18148",45,2018,"2018-04-29",4,"Cx. quinquefasciatus",12,0,0
"18149",45,2018,"2018-05-06",5,"Cx. quinquefasciatus",12,0,0
"18150",45,2018,"2018-05-13",5,"Cx. quinquefasciatus",12,0,0
"18151",45,2018,"2018-05-20",5,"Cx. quinquefasciatus",12,0,0
"18152",45,2018,"2018-05-27",5,"Cx. quinquefasciatus",12,0,0
"18153",45,2018,"2018-06-03",6,"Cx. quinquefasciatus",12,0,0
"18154",45,2018,"2018-06-10",6,"Cx. quinquefasciatus",12,0,0
"18155",45,2018,"2018-06-17",6,"Cx. quinquefasciatus",12,0,0
"18156",45,2018,"2018-06-24",6,"Cx. quinquefasciatus",12,0,0
"18157",45,2018,"2018-07-01",7,"Cx. quinquefasciatus",12,0,0
"18158",45,2018,"2018-07-08",7,"Cx. quinquefasciatus",12,2,0.166666666666667
"18159",45,2018,"2018-07-15",7,"Cx. quinquefasciatus",12,0,0
"18160",45,2018,"2018-07-22",7,"Cx. quinquefasciatus",12,2,0.166666666666667
"18161",45,2018,"2018-07-29",7,"Cx. quinquefasciatus",12,0,0
"18162",45,2018,"2018-08-05",8,"Cx. quinquefasciatus",12,0,0
"18163",45,2018,"2018-08-12",8,"Cx. quinquefasciatus",12,2,0.166666666666667
"18164",45,2018,"2018-08-19",8,"Cx. quinquefasciatus",12,0,0
"18165",45,2018,"2018-08-26",8,"Cx. quinquefasciatus",12,0,0
"18166",45,2018,"2018-09-02",9,"Cx. quinquefasciatus",12,40,3.33333333333333
"18167",45,2018,"2018-09-09",9,"Cx. quinquefasciatus",12,352,29.3333333333333
"18168",45,2018,"2018-09-16",9,"Cx. quinquefasciatus",12,480,40
"18169",45,2018,"2018-09-23",9,"Cx. quinquefasciatus",12,384,32
"18170",45,2018,"2018-09-30",9,"Cx. quinquefasciatus",12,512,42.6666666666667
"18171",45,2018,"2018-10-07",10,"Cx. quinquefasciatus",12,480,40
"18172",45,2018,"2018-10-14",10,"Cx. quinquefasciatus",12,384,32
"18173",45,2018,"2018-10-21",10,"Cx. quinquefasciatus",12,0,0
"18174",45,2018,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18175",45,2018,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18176",45,2018,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18177",45,2018,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18178",45,2018,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18179",45,2018,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"18180",45,2018,NA,NA,"Cx. quinquefasciatus",NA,0,0
"18181",45,2019,"2019-04-14",4,"Cx. quinquefasciatus",12,4,0.333333333333333
"18182",45,2019,"2019-04-21",4,"Cx. quinquefasciatus",12,14,1.16666666666667
"18183",45,2019,"2019-04-28",4,"Cx. quinquefasciatus",12,0,0
"18184",45,2019,"2019-05-05",5,"Cx. quinquefasciatus",12,0,0
"18185",45,2019,"2019-05-12",5,"Cx. quinquefasciatus",12,0,0
"18186",45,2019,"2019-05-19",5,"Cx. quinquefasciatus",12,0,0
"18187",45,2019,"2019-05-26",5,"Cx. quinquefasciatus",12,8,0.666666666666667
"18188",45,2019,"2019-06-02",6,"Cx. quinquefasciatus",12,48,4
"18189",45,2019,"2019-06-09",6,"Cx. quinquefasciatus",12,2,0.166666666666667
"18190",45,2019,"2019-06-16",6,"Cx. quinquefasciatus",12,0,0
"18191",45,2019,"2019-06-23",6,"Cx. quinquefasciatus",12,0,0
"18192",45,2019,"2019-06-30",6,"Cx. quinquefasciatus",12,2,0.166666666666667
"18193",45,2019,"2019-07-07",7,"Cx. quinquefasciatus",12,8,0.666666666666667
"18194",45,2019,"2019-07-14",7,"Cx. quinquefasciatus",12,0,0
"18195",45,2019,"2019-07-21",7,"Cx. quinquefasciatus",12,4,0.333333333333333
"18196",45,2019,"2019-07-28",7,"Cx. quinquefasciatus",12,0,0
"18197",45,2019,"2019-08-04",8,"Cx. quinquefasciatus",12,0,0
"18198",45,2019,"2019-08-11",8,"Cx. quinquefasciatus",12,0,0
"18199",45,2019,"2019-08-18",8,"Cx. quinquefasciatus",12,0,0
"18200",45,2019,"2019-08-25",8,"Cx. quinquefasciatus",12,2,0.166666666666667
"18201",45,2019,"2019-09-01",9,"Cx. quinquefasciatus",12,16,1.33333333333333
"18202",45,2019,"2019-09-08",9,"Cx. quinquefasciatus",12,8,0.666666666666667
"18203",45,2019,"2019-09-15",9,"Cx. quinquefasciatus",12,8,0.666666666666667
"18204",45,2019,"2019-09-22",9,"Cx. quinquefasciatus",12,0,0
"18205",45,2019,"2019-09-29",9,"Cx. quinquefasciatus",12,16,1.33333333333333
