"","year","month_in_year","pounds_chemical_applied","mos_life_stage_target"
"666",2011,5,11.34967,"Adulticide"
"667",2011,7,31.54355,"Adulticide"
"668",2011,9,42.79785,"Adulticide"
"669",2011,8,38.12794,"Adulticide"
"670",2011,6,21.8295,"Adulticide"
"671",2011,10,14.75529,"Adulticide"
"672",2011,9,42.79785,"Adulticide"
"673",2011,7,31.54355,"Adulticide"
"674",2011,5,11.34967,"Adulticide"
"675",2011,8,38.12794,"Adulticide"
"676",2011,7,0.012536,"Adulticide"
"677",2011,9,0.211228,"Adulticide"
"678",2011,10,2.525472,"Adulticide"
"679",2011,8,0.010444,"Adulticide"
"680",2011,6,1.262736,"Adulticide"
"681",2011,8,0.031332,"Adulticide"
"682",2011,6,3.788208,"Adulticide"
"683",2011,10,7.576416,"Adulticide"
"684",2011,7,0.037608,"Adulticide"
"685",2011,9,0.633684,"Adulticide"
"686",2011,4,1231.59833,"Larvicide"
"687",2011,10,3304.756729,"Larvicide"
"688",2011,10,141.969782,"Larvicide"
"689",2011,5,3089.047935,"Larvicide"
"690",2011,4,3240.520225,"Larvicide"
"691",2011,6,2132.645201,"Larvicide"
"692",2011,3,1.075827,"Larvicide"
"693",2011,10,19407.943039,"Larvicide"
"694",2011,7,747.71674,"Larvicide"
"695",2011,7,13942.340299,"Larvicide"
"696",2011,6,7465.226506,"Larvicide"
"697",2011,9,3573.549161,"Larvicide"
"698",2011,2,0.484127,"Larvicide"
"699",2011,9,247.861869,"Larvicide"
"700",2011,8,1079.782854,"Larvicide"
"701",2011,11,2217.84777,"Larvicide"
"702",2011,12,52.767515,"Larvicide"
"703",2011,9,14492.579783,"Larvicide"
"704",2011,8,15981.849107,"Larvicide"
"705",2011,5,3633.290976,"Larvicide"
"706",2011,1,5.217533,"Larvicide"
"707",2011,11,0.860584,"Larvicide"
"708",2011,8,168.683776,"Larvicide"
"709",2011,3,68.635357,"Larvicide"
"710",2011,11,40.897237,"Larvicide"
"711",2011,7,141.143633,"Larvicide"
"712",2011,6,6.88506,"Larvicide"
"713",2011,7,0.00147,"Adulticide"
"714",2011,6,0.04122,"Adulticide"
"715",2011,10,1.43984,"Adulticide"
"716",2011,1,0.33493,"Adulticide"
"717",2011,4,0.044165,"Adulticide"
"718",2011,2,0.241445,"Adulticide"
"719",2011,12,0.954005,"Adulticide"
"720",2011,9,0.565335,"Adulticide"
"721",2011,5,0.07435,"Adulticide"
"722",2011,8,0.108945,"Adulticide"
"723",2011,8,0.108945,"Adulticide"
"724",2011,10,1.43984,"Adulticide"
"725",2011,4,0.044165,"Adulticide"
"726",2011,6,0.04122,"Adulticide"
"727",2011,7,0.00147,"Adulticide"
"728",2011,2,0.241445,"Adulticide"
"729",2011,12,0.954005,"Adulticide"
"730",2011,5,0.07435,"Adulticide"
"731",2011,1,0.33493,"Adulticide"
"732",2011,9,0.565335,"Adulticide"
"733",2011,10,0.287968,"Adulticide"
"734",2011,8,0.021789,"Adulticide"
"735",2011,2,0.048289,"Adulticide"
"736",2011,4,0.008833,"Adulticide"
"737",2011,6,0.008244,"Adulticide"
"738",2011,7,0.000294,"Adulticide"
"739",2011,12,0.190801,"Adulticide"
"740",2011,5,0.01487,"Adulticide"
"741",2011,9,0.113067,"Adulticide"
"742",2011,1,0.066986,"Adulticide"
"743",2011,6,0.015,"Larvicide"
"744",2011,4,5.80125,"Larvicide"
"745",2011,9,2.0475,"Larvicide"
"746",2011,7,3.39,"Larvicide"
"747",2011,8,2.2725,"Larvicide"
"748",2011,5,7.4775,"Larvicide"
"749",2011,6,2.205,"Larvicide"
"750",2011,10,3.37125,"Larvicide"
"751",2011,11,0.53625,"Larvicide"
"752",2011,3,0.405,"Larvicide"
"753",2011,8,0.37875,"Larvicide"
"754",2011,6,0.0025,"Larvicide"
"755",2011,6,0.3675,"Larvicide"
"756",2011,7,0.565,"Larvicide"
"757",2011,10,0.561875,"Larvicide"
"758",2011,5,1.24625,"Larvicide"
"759",2011,11,0.089375,"Larvicide"
"760",2011,4,0.966875,"Larvicide"
"761",2011,3,0.0675,"Larvicide"
"762",2011,9,0.34125,"Larvicide"
"763",2011,8,1.3172502,"Larvicide"
"764",2011,5,28.1720397,"Larvicide"
"765",2011,7,28.1017653,"Larvicide"
"766",2011,6,207.2508522,"Larvicide"
"767",2011,10,0.0115,"Adulticide"
"768",2011,9,0.11496,"Adulticide"
"769",2011,7,0.06898,"Adulticide"
"770",2011,6,0.023,"Adulticide"
"771",2011,10,2.85486,"Adulticide"
"772",2011,7,0.02414,"Adulticide"
"773",2011,8,0.14946,"Adulticide"
"774",2011,8,0.037365,"Adulticide"
"775",2011,6,0.00575,"Adulticide"
"776",2011,10,0.002875,"Adulticide"
"777",2011,10,0.713715,"Adulticide"
"778",2011,7,0.017245,"Adulticide"
"779",2011,7,0.006035,"Adulticide"
"780",2011,9,0.02874,"Adulticide"
"781",2011,9,0.02874,"Adulticide"
"782",2011,7,0.006035,"Adulticide"
"783",2011,6,0.00575,"Adulticide"
"784",2011,10,0.002875,"Adulticide"
"785",2011,8,0.037365,"Adulticide"
"786",2011,7,0.017245,"Adulticide"
"787",2011,10,0.713715,"Adulticide"
"788",2011,8,0.2045652,"Adulticide"
"789",2011,8,0.0510384,"Adulticide"
"790",2011,8,0.0852012,"Adulticide"
"791",2011,6,82.0018096,"Larvicide"
"792",2011,4,32.2716352,"Larvicide"
"793",2011,5,16.8846608,"Larvicide"
"794",2011,8,54.6621264,"Larvicide"
"795",2011,7,108.0115792,"Larvicide"
"796",2011,10,65.6778192,"Larvicide"
"797",2011,9,134.1132352,"Larvicide"
"798",2011,11,0.1770832,"Larvicide"
"799",2011,5,91.4214876,"Larvicide"
"800",2011,10,17.09933571,"Larvicide"
"801",2011,9,1097.79856173,"Larvicide"
"802",2011,6,1516.91559111,"Larvicide"
"803",2011,6,10.5281802,"Larvicide"
"804",2011,4,0.0160218,"Larvicide"
"805",2011,11,53.66766618,"Larvicide"
"806",2011,7,877.29540453,"Larvicide"
"807",2011,10,1584.84607263,"Larvicide"
"808",2011,9,19.90821267,"Larvicide"
"809",2011,11,0.54059643,"Larvicide"
"810",2011,4,330.77976696,"Larvicide"
"811",2011,8,17.52989256,"Larvicide"
"812",2011,3,1.12124736,"Larvicide"
"813",2011,7,11.45081529,"Larvicide"
"814",2011,5,2.69612064,"Larvicide"
"815",2011,8,697.44743712,"Larvicide"
"816",2011,4,9.9396,"Larvicide"
"817",2011,8,56.0736,"Larvicide"
"818",2011,7,49.8564,"Larvicide"
"819",2011,10,31.9968,"Larvicide"
"820",2011,5,25.542,"Larvicide"
"821",2011,6,33.066,"Larvicide"
"822",2011,9,56.5488,"Larvicide"
"823",2011,10,4.352,"Larvicide"
"824",2011,4,0.512,"Larvicide"
"825",2011,9,34.048,"Larvicide"
"826",2011,7,22.528,"Larvicide"
"827",2011,2,0.1126413,"Larvicide"
"828",2011,11,0.0582201,"Larvicide"
"829",2011,3,0.0480951,"Larvicide"
"830",2011,10,0.7669701,"Larvicide"
"831",2011,2,0.1877355,"Larvicide"
"832",2011,3,0.0801585,"Larvicide"
"833",2011,10,1.2782835,"Larvicide"
"834",2011,11,0.0970335,"Larvicide"
"835",2011,1,0.1206576,"Larvicide"
"836",2011,4,1.0373913,"Larvicide"
"837",2011,7,0.1371087,"Larvicide"
"838",2011,8,0.0923913,"Larvicide"
"839",2011,5,0.6965163,"Larvicide"
"840",2011,9,0.06075,"Larvicide"
"841",2011,6,0.2417337,"Larvicide"
"842",2011,6,0.4028895,"Larvicide"
"843",2011,1,0.201096,"Larvicide"
"844",2011,4,1.7289855,"Larvicide"
"845",2011,8,0.1539855,"Larvicide"
"846",2011,7,0.2285145,"Larvicide"
"847",2011,5,1.1608605,"Larvicide"
"848",2011,9,0.10125,"Larvicide"
"849",2011,5,8.72088,"Adulticide"
"850",2011,6,24.62026,"Adulticide"
"851",2011,9,26.78888,"Adulticide"
"852",2011,8,25.81474,"Adulticide"
"853",2011,10,4.32566,"Adulticide"
"854",2011,7,21.39632,"Adulticide"
"855",2011,9,2.046684,"Larvicide"
"856",2011,10,0.0271875,"Larvicide"
"857",2011,8,5.7423125,"Larvicide"
"858",2011,11,0.0389075,"Larvicide"
"859",2011,6,4.9439701,"Larvicide"
"860",2011,4,1.12098,"Larvicide"
"861",2011,7,11.76678,"Larvicide"
"862",2011,6,23.18848,"Larvicide"
"863",2011,8,14.39934,"Larvicide"
"864",2011,11,0.40316,"Larvicide"
"865",2011,3,0.08234375,"Larvicide"
"866",2011,5,0.14875,"Larvicide"
"867",2011,8,0.3825,"Larvicide"
"868",2011,6,12.420625,"Larvicide"
"869",2011,7,0.2125,"Larvicide"
"870",2011,10,0.0425,"Larvicide"
"871",2011,12,0.296624,"Larvicide"
"872",2011,9,11.711252,"Larvicide"
"873",2011,6,0.1058,"Larvicide"
"874",2011,8,0.0146115,"Larvicide"
"875",2011,7,18.6575,"Larvicide"
"876",2011,7,0.000663,"Larvicide"
"877",2011,8,21.82109375,"Larvicide"
"878",2011,9,17.50734375,"Larvicide"
"879",2011,4,15.41289275,"Larvicide"
"880",2011,5,0.7678125,"Larvicide"
"881",2011,7,0.38367,"Larvicide"
"882",2011,5,0.12852,"Larvicide"
"883",2011,1,0.401625,"Larvicide"
"884",2011,8,0.1515948,"Larvicide"
"885",2011,4,1.204875,"Larvicide"
"886",2011,6,0.6555948,"Larvicide"
"887",2011,7,0.126,"Larvicide"
"888",2011,10,0.00336,"Larvicide"
"889",2011,6,0.870234,"Larvicide"
"890",2011,7,1.4412945,"Larvicide"
"891",2011,5,0.645,"Larvicide"
"892",2011,1,0.0001215,"Larvicide"
"893",2011,8,1.7738715,"Larvicide"
"894",2011,4,0.6825,"Larvicide"
"895",2011,10,0.2885634,"Larvicide"
"896",2011,3,0.2446884,"Larvicide"
"897",2011,11,0.043875,"Larvicide"
"898",2011,12,0.06075,"Larvicide"
"899",2011,9,0.0421884,"Larvicide"
"900",2011,11,0.79,"Larvicide"
"901",2011,5,15.753752,"Larvicide"
"902",2011,10,15.342,"Larvicide"
"903",2011,12,0.01,"Larvicide"
"904",2011,2,0.0025,"Larvicide"
"905",2011,6,0.02,"Larvicide"
"906",2011,9,0.08,"Larvicide"
"907",2011,10,27.07152,"Larvicide"
"908",2011,9,29.2017,"Larvicide"
"909",2012,6,7.84,"Larvicide"
"910",2012,10,0.16,"Larvicide"
"911",2012,7,0.96,"Larvicide"
"912",2012,5,1.4227,"Larvicide"
"913",2012,4,197.2383,"Larvicide"
"914",2012,6,662.7022,"Larvicide"
"915",2012,11,189.1614,"Larvicide"
"916",2012,8,1.6302,"Larvicide"
"917",2012,7,1.5413,"Larvicide"
"918",2012,7,906.5639,"Larvicide"
"919",2012,9,811.3015,"Larvicide"
"920",2012,8,2123.2642,"Larvicide"
"921",2012,5,693.5798,"Larvicide"
"922",2012,10,0.4742,"Larvicide"
"923",2012,3,35.301,"Larvicide"
"924",2012,12,17.9766,"Larvicide"
"925",2012,6,1.0078,"Larvicide"
"926",2012,2,8.2102,"Larvicide"
"927",2012,12,0.7114,"Larvicide"
"928",2012,1,1.8377,"Larvicide"
"929",2012,10,1242.4277,"Larvicide"
"930",2012,6,38.1311974,"Adulticide"
"931",2012,7,37.091742,"Adulticide"
"932",2012,8,32.9202832,"Adulticide"
"933",2012,10,4.2945438,"Adulticide"
"934",2012,5,1.969463,"Adulticide"
"935",2012,9,53.7638782,"Adulticide"
"936",2012,5,1.969463,"Adulticide"
"937",2012,8,32.9202832,"Adulticide"
"938",2012,6,38.1311974,"Adulticide"
"939",2012,7,37.091742,"Adulticide"
"940",2012,9,53.7638782,"Adulticide"
"941",2012,10,4.2945438,"Adulticide"
"942",2012,6,0.1,"Larvicide"
"943",2012,5,0.0129876,"Larvicide"
"944",2012,4,0.7369199,"Larvicide"
"945",2012,5,0.00288,"Larvicide"
"946",2012,7,0.03024,"Larvicide"
"947",2012,8,0.00144,"Larvicide"
"948",2012,6,0.01008,"Larvicide"
"949",2012,9,28.08302,"Adulticide"
"950",2012,5,2.03442,"Adulticide"
"951",2012,7,31.73572,"Adulticide"
"952",2012,8,43.73414,"Adulticide"
"953",2012,6,25.14121,"Adulticide"
"954",2012,10,1.56627,"Adulticide"
"955",2012,10,1.56627,"Adulticide"
"956",2012,8,43.73414,"Adulticide"
"957",2012,7,31.73572,"Adulticide"
"958",2012,5,2.03442,"Adulticide"
"959",2012,9,28.08302,"Adulticide"
"960",2012,6,25.14121,"Adulticide"
"961",2012,5,0.00232,"Adulticide"
"962",2012,6,1.782688,"Adulticide"
"963",2012,7,0.03714,"Adulticide"
"964",2012,7,0.11142,"Adulticide"
"965",2012,6,5.348064,"Adulticide"
"966",2012,5,0.00696,"Adulticide"
"967",2012,10,58.522913,"Larvicide"
"968",2012,10,3086.225138,"Larvicide"
"969",2012,9,15760.854977,"Larvicide"
"970",2012,6,1910.533437,"Larvicide"
"971",2012,6,165.241246,"Larvicide"
"972",2012,6,20368.56925,"Larvicide"
"973",2012,8,127.373513,"Larvicide"
"974",2012,5,7827.041453,"Larvicide"
"975",2012,2,140.040937,"Larvicide"
"976",2012,10,8308.080749,"Larvicide"
"977",2012,11,367.193888,"Larvicide"
"978",2012,7,3336.772161,"Larvicide"
"979",2012,7,130.816043,"Larvicide"
"980",2012,1,4.894814,"Larvicide"
"981",2012,4,15.078262,"Larvicide"
"982",2012,4,3080.590699,"Larvicide"
"983",2012,3,296.353139,"Larvicide"
"984",2012,11,56.939388,"Larvicide"
"985",2012,7,16622.723839,"Larvicide"
"986",2012,5,804.311875,"Larvicide"
"987",2012,8,2287.214701,"Larvicide"
"988",2012,12,53.708803,"Larvicide"
"989",2012,3,259.05014,"Larvicide"
"990",2012,8,17264.001994,"Larvicide"
"991",2012,4,165.516726,"Larvicide"
"992",2012,5,110.160863,"Larvicide"
"993",2012,3,0.01178,"Adulticide"
"994",2012,7,0.552085,"Adulticide"
"995",2012,12,0.20611,"Adulticide"
"996",2012,9,0.34671,"Adulticide"
"997",2012,10,0.173725,"Adulticide"
"998",2012,8,0.940755,"Adulticide"
"999",2012,2,0.108945,"Adulticide"
"1000",2012,1,0.777335,"Adulticide"
"1001",2012,6,0.70667,"Adulticide"
"1002",2012,5,0.406335,"Adulticide"
"1003",2012,9,0.34671,"Adulticide"
"1004",2012,10,0.173725,"Adulticide"
"1005",2012,12,0.20611,"Adulticide"
"1006",2012,1,0.777335,"Adulticide"
"1007",2012,7,0.552085,"Adulticide"
"1008",2012,8,0.940755,"Adulticide"
"1009",2012,2,0.108945,"Adulticide"
"1010",2012,6,0.70667,"Adulticide"
"1011",2012,5,0.406335,"Adulticide"
"1012",2012,3,0.01178,"Adulticide"
"1013",2012,8,0.188151,"Adulticide"
"1014",2012,1,0.155467,"Adulticide"
"1015",2012,3,0.002356,"Adulticide"
"1016",2012,5,0.081267,"Adulticide"
"1017",2012,2,0.021789,"Adulticide"
"1018",2012,12,0.041222,"Adulticide"
"1019",2012,9,0.069342,"Adulticide"
"1020",2012,10,0.034745,"Adulticide"
"1021",2012,6,0.141334,"Adulticide"
"1022",2012,7,0.110417,"Adulticide"
"1023",2012,10,0.29625,"Larvicide"
"1024",2012,2,0.5475,"Larvicide"
"1025",2012,12,0.07875,"Larvicide"
"1026",2012,9,0.75,"Larvicide"
"1027",2012,5,7.51875,"Larvicide"
"1028",2012,7,0.06,"Larvicide"
"1029",2012,7,3.37125,"Larvicide"
"1030",2012,5,0.06,"Larvicide"
"1031",2012,8,0.06,"Larvicide"
"1032",2012,12,0.07875,"Larvicide"
"1033",2012,6,2.5125,"Larvicide"
"1034",2012,8,1.1775,"Larvicide"
"1035",2012,3,1.5075,"Larvicide"
"1036",2012,6,0.06,"Larvicide"
"1037",2012,4,7.21125,"Larvicide"
"1038",2012,8,0.01,"Larvicide"
"1039",2012,7,0.561875,"Larvicide"
"1040",2012,12,0.013125,"Larvicide"
"1041",2012,3,0.25125,"Larvicide"
"1042",2012,6,0.41875,"Larvicide"
"1043",2012,6,0.01,"Larvicide"
"1044",2012,9,0.125,"Larvicide"
"1045",2012,10,0.049375,"Larvicide"
"1046",2012,7,0.01,"Larvicide"
"1047",2012,4,1.201875,"Larvicide"
"1048",2012,5,0.01,"Larvicide"
"1049",2012,5,1.253125,"Larvicide"
"1050",2012,12,0.013125,"Larvicide"
"1051",2012,8,0.19625,"Larvicide"
"1052",2012,2,0.09125,"Larvicide"
"1053",2012,7,6.6412269,"Larvicide"
"1054",2012,11,0.33984375,"Larvicide"
"1055",2012,10,5.08984375,"Larvicide"
"1056",2012,12,0.27539375,"Larvicide"
"1057",2012,9,0.36328125,"Larvicide"
"1058",2012,6,0.28742,"Adulticide"
"1059",2012,8,1.7245,"Adulticide"
"1060",2012,6,0.28742,"Adulticide"
"1061",2012,5,0.0115,"Adulticide"
"1062",2012,6,0.071855,"Adulticide"
"1063",2012,8,0.431125,"Adulticide"
"1064",2012,5,0.002875,"Adulticide"
"1065",2012,6,0.071855,"Adulticide"
"1066",2012,6,0.071855,"Adulticide"
"1067",2012,6,0.071855,"Adulticide"
"1068",2012,5,0.002875,"Adulticide"
"1069",2012,8,0.431125,"Adulticide"
"1070",2012,9,0.04602,"Adulticide"
"1071",2012,9,0.011505,"Adulticide"
"1072",2012,9,0.011505,"Adulticide"
"1073",2012,3,0.1049776,"Larvicide"
"1074",2012,6,2.936584,"Larvicide"
"1075",2012,4,0.648064,"Larvicide"
"1076",2012,7,1.9092,"Larvicide"
"1077",2012,5,3.1815328,"Larvicide"
"1078",2012,10,1.8182192,"Larvicide"
"1079",2012,8,7.0139944,"Larvicide"
"1080",2012,10,123785.37215586,"Larvicide"
"1081",2012,8,713.81764161,"Larvicide"
"1082",2012,4,212.42818161,"Larvicide"
"1083",2012,6,11.98388844,"Larvicide"
"1084",2012,11,4.61312901,"Larvicide"
"1085",2012,5,6.49938249,"Larvicide"
"1086",2012,12,0.85695732,"Larvicide"
"1087",2012,6,601.74903996,"Larvicide"
"1088",2012,11,37.85409153,"Larvicide"
"1089",2012,4,0.96106419,"Larvicide"
"1090",2012,12,0.12813957,"Larvicide"
"1091",2012,7,695.62141632,"Larvicide"
"1092",2012,8,19.93896756,"Larvicide"
"1093",2012,3,0.6847578,"Larvicide"
"1094",2012,7,12.33243225,"Larvicide"
"1095",2012,5,389.95155999,"Larvicide"
"1096",2012,3,2.76307551,"Larvicide"
"1097",2012,10,27.71978058,"Larvicide"
"1098",2012,9,736.89530301,"Larvicide"
"1099",2012,9,49.024,"Larvicide"
"1100",2012,6,4.352,"Larvicide"
"1101",2012,4,0.01536,"Larvicide"
"1102",2012,7,10.496,"Larvicide"
"1103",2012,10,3.584,"Larvicide"
"1104",2012,10,3.584,"Larvicide"
"1105",2012,8,70.8352,"Larvicide"
"1106",2012,6,1.0808451,"Larvicide"
"1107",2012,6,1.8014085,"Larvicide"
"1108",2012,2,0.0050625,"Larvicide"
"1109",2012,5,0.3995163,"Larvicide"
"1110",2012,8,0.1594701,"Larvicide"
"1111",2012,10,3.7770462,"Larvicide"
"1112",2012,4,1.5292962,"Larvicide"
"1113",2012,6,1.0808451,"Larvicide"
"1114",2012,9,0.4256712,"Larvicide"
"1115",2012,11,0.1392201,"Larvicide"
"1116",2012,7,0.5556087,"Larvicide"
"1117",2012,10,6.295077,"Larvicide"
"1118",2012,6,1.8014085,"Larvicide"
"1119",2012,4,2.548827,"Larvicide"
"1120",2012,2,0.0084375,"Larvicide"
"1121",2012,9,0.709452,"Larvicide"
"1122",2012,8,0.2657835,"Larvicide"
"1123",2012,11,0.2320335,"Larvicide"
"1124",2012,5,0.6658605,"Larvicide"
"1125",2012,7,0.9260145,"Larvicide"
"1126",2012,9,17.46496,"Adulticide"
"1127",2012,8,25.76836,"Adulticide"
"1128",2012,6,25.39726,"Adulticide"
"1129",2012,10,3.43268,"Adulticide"
"1130",2012,7,22.614,"Adulticide"
"1131",2012,5,2.52812,"Adulticide"
"1132",2012,6,0.0346875,"Larvicide"
"1133",2012,9,0.03604022,"Larvicide"
"1134",2012,8,31.1147,"Larvicide"
"1135",2012,5,7.6037,"Larvicide"
"1136",2012,7,15.69884,"Larvicide"
"1137",2012,3,14.12768,"Larvicide"
"1138",2012,4,0.13796,"Larvicide"
"1139",2012,9,8.4435,"Larvicide"
"1140",2012,11,0.46218,"Larvicide"
"1141",2012,6,7.76746,"Larvicide"
"1142",2012,10,8.06064,"Larvicide"
"1143",2012,6,7.69418,"Larvicide"
"1144",2012,6,0.441813,"Larvicide"
"1145",2012,10,1.171152,"Larvicide"
"1146",2012,6,17.391799,"Larvicide"
"1147",2012,7,17.88984375,"Larvicide"
"1148",2012,11,0.041174,"Larvicide"
"1149",2012,10,7.77351775,"Larvicide"
"1150",2012,5,16.500625,"Larvicide"
"1151",2012,2,0.00664275,"Larvicide"
"1152",2012,5,0.00664275,"Larvicide"
"1153",2012,9,20.63640625,"Larvicide"
"1154",2012,10,0.0371875,"Larvicide"
"1155",2012,12,0.23640625,"Larvicide"
"1156",2012,4,9.2703125,"Larvicide"
"1157",2012,8,20.92726775,"Larvicide"
"1158",2012,3,0.00265625,"Larvicide"
"1159",2012,7,0.0005312,"Larvicide"
"1160",2012,6,0.0006562,"Larvicide"
"1161",2012,4,0.2854698,"Larvicide"
"1162",2012,3,0.0039375,"Larvicide"
"1163",2012,6,0.3740625,"Larvicide"
"1164",2012,8,0.3051573,"Larvicide"
"1165",2012,11,0.0039375,"Larvicide"
"1166",2012,5,0.336,"Larvicide"
"1167",2012,7,0.3169698,"Larvicide"
"1168",2012,2,0.0669375,"Larvicide"
"1169",2012,7,0.0105,"Larvicide"
"1170",2012,12,0.0295323,"Larvicide"
"1171",2012,8,0.1995,"Larvicide"
"1172",2012,9,0.0748125,"Larvicide"
"1173",2012,10,0.042,"Larvicide"
"1174",2012,3,0.0693,"Larvicide"
"1175",2012,5,0.4606875,"Larvicide"
"1176",2012,4,0.01197,"Larvicide"
"1177",2012,6,0.0346875,"Larvicide"
"1178",2012,5,0.000234,"Larvicide"
"1179",2012,9,0.029532,"Larvicide"
"1180",2012,10,0.043125,"Larvicide"
"1181",2012,8,0.03375,"Larvicide"
"1182",2012,7,0.4171875,"Larvicide"
"1183",2012,4,0.0004695,"Larvicide"
"1184",2012,10,0.035157,"Larvicide"
"1185",2012,12,0.0253134,"Larvicide"
"1186",2012,6,0.320625,"Larvicide"
"1187",2012,1,0.11475,"Larvicide"
"1188",2012,6,16.368752,"Larvicide"
"1189",2012,12,0.2225,"Larvicide"
"1190",2012,6,0.02,"Larvicide"
"1191",2013,3,0.2964,"Larvicide"
"1192",2013,8,99.2934,"Larvicide"
"1193",2013,7,198.9426,"Larvicide"
"1194",2013,9,0.326,"Larvicide"
"1195",2013,9,178.0168,"Larvicide"
"1196",2013,6,187.2052,"Larvicide"
"1197",2013,10,337.1234,"Larvicide"
"1198",2013,1,0.5928,"Larvicide"
"1199",2013,1,0.5928,"Larvicide"
"1200",2013,11,9.959,"Larvicide"
"1201",2013,11,0.1186,"Larvicide"
"1202",2013,1,4.5349,"Larvicide"
"1203",2013,4,0.5335,"Larvicide"
"1204",2013,7,1.6006,"Larvicide"
"1205",2013,3,146.3615,"Larvicide"
"1206",2013,8,0.2371,"Larvicide"
"1207",2013,5,140.6855,"Larvicide"
"1208",2013,2,11.5892,"Larvicide"
"1209",2013,12,0.3515,"Larvicide"
"1210",2013,5,1.2449,"Larvicide"
"1211",2013,6,0.2075,"Larvicide"
"1212",2013,4,126.9474,"Larvicide"
"1213",2013,10,0.0593,"Larvicide"
"1214",2013,9,8.862635,"Adulticide"
"1215",2013,8,19.3254574,"Adulticide"
"1216",2013,6,16.05667,"Adulticide"
"1217",2013,7,16.001977,"Adulticide"
"1218",2013,7,16.001977,"Adulticide"
"1219",2013,8,19.3254574,"Adulticide"
"1220",2013,6,16.05667,"Adulticide"
"1221",2013,9,8.862635,"Adulticide"
"1222",2013,7,0.02681,"Larvicide"
"1223",2013,8,0.10725,"Larvicide"
"1224",2013,10,3.36246,"Larvicide"
"1225",2013,4,0.33006775,"Larvicide"
"1226",2013,11,0.05339275,"Larvicide"
"1227",2013,10,0.37214275,"Larvicide"
"1228",2013,5,0.2400995,"Larvicide"
"1229",2013,4,0.2745,"Larvicide"
"1230",2013,6,0.03906,"Larvicide"
"1231",2013,9,0.009,"Larvicide"
"1232",2013,7,0.00288,"Larvicide"
"1233",2013,10,0.00225,"Larvicide"
"1234",2013,5,0.01584,"Larvicide"
"1235",2013,11,0.0045,"Larvicide"
"1236",2013,7,0.0216,"Larvicide"
"1237",2013,8,0.054,"Larvicide"
"1238",2013,9,29.69552,"Adulticide"
"1239",2013,8,27.73624,"Adulticide"
"1240",2013,10,0.6242,"Adulticide"
"1241",2013,6,9.33981,"Adulticide"
"1242",2013,7,30.05964,"Adulticide"
"1243",2013,9,29.69552,"Adulticide"
"1244",2013,7,30.05964,"Adulticide"
"1245",2013,8,27.73624,"Adulticide"
"1246",2013,10,0.6242,"Adulticide"
"1247",2013,6,9.33981,"Adulticide"
"1248",2013,7,4.210945,"Adulticide"
"1249",2013,9,7.41865,"Adulticide"
"1250",2013,8,18.477325,"Adulticide"
"1251",2013,7,4.210945,"Adulticide"
"1252",2013,8,18.477325,"Adulticide"
"1253",2013,9,7.41865,"Adulticide"
"1254",2013,9,1.48373,"Adulticide"
"1255",2013,8,3.695465,"Adulticide"
"1256",2013,7,0.842189,"Adulticide"
"1257",2013,9,0.04178,"Adulticide"
"1258",2013,6,0.04178,"Adulticide"
"1259",2013,7,0.008912,"Adulticide"
"1260",2013,7,0.026736,"Adulticide"
"1261",2013,6,0.12534,"Adulticide"
"1262",2013,9,0.12534,"Adulticide"
"1263",2013,9,98.112008,"Larvicide"
"1264",2013,10,7661.504357,"Larvicide"
"1265",2013,3,88.128671,"Larvicide"
"1266",2013,10,118.121653,"Larvicide"
"1267",2013,5,4837.851526,"Larvicide"
"1268",2013,4,611.801504,"Larvicide"
"1269",2013,12,27.002278,"Larvicide"
"1270",2013,4,407.595164,"Larvicide"
"1271",2013,3,420.310991,"Larvicide"
"1272",2013,9,9139.563876,"Larvicide"
"1273",2013,5,76.596244,"Larvicide"
"1274",2013,11,795.4388,"Larvicide"
"1275",2013,7,7383.806452,"Larvicide"
"1276",2013,1,19.041488,"Larvicide"
"1277",2013,2,191.436775,"Larvicide"
"1278",2013,11,0.161408,"Larvicide"
"1279",2013,6,96.928608,"Larvicide"
"1280",2013,7,9400.087834,"Larvicide"
"1281",2013,9,14346.245486,"Larvicide"
"1282",2013,8,12184.069896,"Larvicide"
"1283",2013,10,1536.95045,"Larvicide"
"1284",2013,11,0.645826,"Larvicide"
"1285",2013,6,5090.532937,"Larvicide"
"1286",2013,8,3833.184502,"Larvicide"
"1287",2013,11,24.85779,"Larvicide"
"1288",2013,5,992.79615,"Larvicide"
"1289",2013,9,200.75097,"Larvicide"
"1290",2013,8,183.02368,"Larvicide"
"1291",2013,6,1253.02402,"Larvicide"
"1292",2013,9,7.28883,"Larvicide"
"1293",2013,8,7.36799,"Larvicide"
"1294",2013,7,0.40713,"Larvicide"
"1295",2013,10,219.54699,"Larvicide"
"1296",2013,6,11.14246,"Larvicide"
"1297",2013,7,313.22172,"Larvicide"
"1298",2013,4,394.57783,"Larvicide"
"1299",2013,5,9.04742,"Larvicide"
"1300",2013,2,0.044165,"Adulticide"
"1301",2013,9,0.008835,"Adulticide"
"1302",2013,6,0.264265,"Adulticide"
"1303",2013,5,0.24586,"Adulticide"
"1304",2013,7,0.108945,"Adulticide"
"1305",2013,8,0.09864,"Adulticide"
"1306",2013,4,0.035335,"Adulticide"
"1307",2013,4,0.035335,"Adulticide"
"1308",2013,7,0.108945,"Adulticide"
